Identificador URL;Nome;Categorias;Nome da variação 1;Valor da variação 1;Nome da variação 2;Valor da variação 2;Nome da variação 3;Valor da variação 3;Preço;Preço promocional;Peso (kg);Altura (cm);Largura (cm);Comprimento (cm);Estoque;SKU;Código de barras;Exibir na loja;Frete gratis;Descrição;Tags;Título para SEO;Descrição para SEO;Marca;Produto Físico;MPN (Cód. Exclusivo Modelo Fabricante);Sexo;Faixa etária;Custo
decante-amouage-guidance-46;;;Volumetria;5ml;;;;;100.00;;0.03;3;11;16;5;DEC-AMOU-GUIDANCE46-5ML;;;NÃO;;;;;;SIM;;;;
decante-amouage-guidance-46;;;Volumetria;10ml;;;;;180.00;;0.05;5;11;16;5;DEC-AMOU-GUIDANCE46-10ML;;;NÃO;;;;;;SIM;;;;
decante-amouage-jubilation-25;Decante Jubilation 25 - Amouage;Decantes > Amouage;Volumetria;2ml;;;;;50.00;;0.02;2;11;16;5;DEC-AMOU-JUBILATION25-2ML;;SIM;NÃO;"<p><strong>JUBILATION 25</strong> de <strong>AMOUAGE</strong> é um perfume <em>Oriental Floral Feminino</em> lançado em <strong>2007</strong>. <em>O perfumista</em> que assina esta fragrância é <strong>Lucas Sieuzac</strong>.</p><div style=""background: #FAF9F6; padding: 22px; border-radius: 0 8px 8px 0; border-left: 4px solid #C5A880; margin-top: 15px; margin-bottom: 25px;""><div style=""font-family: 'Playfair Display', Georgia, serif; font-size: 17.5px; font-style: italic; font-weight: 600; color: #1A3B32; margin-bottom: 3px;"">""A perspectiva de ÇaFleureBon...</div><div style=""font-family: 'Inter', sans-serif; font-size: 9px; text-transform: uppercase; letter-spacing: 0.8px; color: #7E786B; margin-bottom: 3px;"">PERSPECTIVA EDITORIAL DO BLOG CRÍTICO MAIS PREMIADO DA PERFUMARIA DE NICHO</div><div style=""font-family: 'Inter', sans-serif; font-size: 7.5px; font-style: italic; text-transform: uppercase; letter-spacing: 0.8px; color: #7E786B; opacity: 0.85; margin-bottom: 14px;"">(PERFUMED PLUME AWARDS, FRAGRANCE FOUNDATION AWARDS - FIFI, BASENOTES READER'S AWARDS)</div><div style=""font-style: italic; color: #4A4439; font-size: 13.5px; line-height: 1.75; margin-bottom: 15px;"">Jubilation 25 é um clássico moderno e aristocrático sob a assinatura de Lucas Sieuzac. A fragrância funde a acidez frutada e licorosa da amora com o misticismo resinoso do olíbano, repousando sobre uma base sagrada de opoponax, mirra e patchouli amadeirado. Um aroma teatral, denso e de realeza absoluta.</div><div style=""border-top: 1px solid #EAE6DB; padding-top: 12px; font-size: 13px; line-height: 1.6; color: #333333;""><strong style=""font-family: 'Playfair Display', Georgia, serif; font-style: italic; font-size: 14.5px; color: #1A3B32; font-weight: 600;"">Ocasiões Recomendadas:</strong> <em>Ideal para noites de gala, jantares formais sofisticados em climas amenos e frios, onde se busca projetar uma presença aristocrática, opulenta e de luxo absoluto.<span style=""font-family: 'Playfair Display', Georgia, serif; font-style: italic; font-weight: 600; font-size: 17.5px; color: #1A3B32; margin-left: 3px;"">""</span></em></div></div><div style=""margin-top: 16px; margin-bottom: 25px; display: flex; flex-direction: column; gap: 10px; font-size: 14.5px; line-height: 1.7;""><div style=""position: relative; padding-left: 20px;""><span style=""color: #C5A880; font-weight: bold; font-size: 18px; position: absolute; left: 0; top: -1px;"">•</span><strong>Notas de Saída (5 a 15 min):</strong> <em>Ylang Ylang</em>, <em>Rosa</em>, <em>Estragão</em> e <em>Limão</em></div><div style=""position: relative; padding-left: 20px;""><span style=""color: #C5A880; font-weight: bold; font-size: 18px; position: absolute; left: 0; top: -1px;"">•</span><strong>Notas de Corpo (2 a 6 h):</strong> <em>Incenso</em>, <em>Rosa</em>, <em>Ládano</em> e <em>Artemísia</em></div><div style=""position: relative; padding-left: 20px;""><span style=""color: #C5A880; font-weight: bold; font-size: 18px; position: absolute; left: 0; top: -1px;"">•</span><strong>Notas de Fundo (6 a 12h+):</strong> <em>Mirra</em>, <em>Âmbar</em>, <em>Patchouli</em>, <em>Vetiver</em> e <em>Almíscar</em></div></div><p style=""font-family: 'Inter', sans-serif; font-style: italic; font-size: 12.5px; color: #7E786B; border-left: 1.5px solid #C5A880; padding-left: 16px; margin-top: 25px; line-height: 1.7; letter-spacing: 0.15px;"">Os decantes são uma excelente oportunidade para conhecer e testar fragrâncias exclusivas antes de investir em um frasco cheio. Nossos decantes são fracionados de forma profissional diretamente do frasco original em porta-perfumes de vidro com borrifador.</p>";decante, Amouage, Jubilation 25, importado, perfume;Decante Jubilation 25 - Amouage | Original Montalk;Compre decante original de Jubilation 25 - Amouage fracionado em 2ml, 5ml ou 10ml na Montalk. Envio rápido para todo o Brasil.;Amouage;SIM;;;;
decante-amouage-jubilation-25;;;Volumetria;5ml;;;;;100.00;;0.03;3;11;16;5;DEC-AMOU-JUBILATION25-5ML;;;NÃO;;;;;;SIM;;;;
decante-amouage-jubilation-25;;;Volumetria;10ml;;;;;180.00;;0.05;5;11;16;5;DEC-AMOU-JUBILATION25-10ML;;;NÃO;;;;;;SIM;;;;
decante-amouage-jubilation-40;Decante Jubilation 40 - Amouage;Decantes > Amouage;Volumetria;2ml;;;;;50.00;;0.02;2;11;16;5;DEC-AMOU-JUBILATION40-2ML;;SIM;NÃO;"<p><strong>JUBILATION 40</strong> de <strong>AMOUAGE</strong> é um perfume <em>Oriental Amadeirado Masculino</em> lançado em <strong>2023</strong>. <em>O perfumista</em> que assina esta fragrância é <strong>Bertrand Duchaufour</strong>.</p><div style=""background: #FAF9F6; padding: 22px; border-radius: 0 8px 8px 0; border-left: 4px solid #C5A880; margin-top: 15px; margin-bottom: 25px;""><div style=""font-family: 'Playfair Display', Georgia, serif; font-size: 17.5px; font-style: italic; font-weight: 600; color: #1A3B32; margin-bottom: 3px;"">""A perspectiva de ÇaFleureBon...</div><div style=""font-family: 'Inter', sans-serif; font-size: 9px; text-transform: uppercase; letter-spacing: 0.8px; color: #7E786B; margin-bottom: 3px;"">PERSPECTIVA EDITORIAL DO BLOG CRÍTICO MAIS PREMIADO DA PERFUMARIA DE NICHO</div><div style=""font-family: 'Inter', sans-serif; font-size: 7.5px; font-style: italic; text-transform: uppercase; letter-spacing: 0.8px; color: #7E786B; opacity: 0.85; margin-bottom: 14px;"">(PERFUMED PLUME AWARDS, FRAGRANCE FOUNDATION AWARDS - FIFI, BASENOTES READER'S AWARDS)</div><div style=""font-style: italic; color: #4A4439; font-size: 13.5px; line-height: 1.75; margin-bottom: 15px;"">Jubilation 40 eleva a obra-prima de Bertrand Duchaufour ao ápice da potência luxuosa com 40% de concentração. O perfume aprofunda o acorde frutado e picante de amora e alecrim, fundindo-se a um corpo amadeirado e resinoso de mel e canela sobre uma base majestosa de mirra e opoponax. Um néctar divino de fixação colossal.</div><div style=""border-top: 1px solid #EAE6DB; padding-top: 12px; font-size: 13px; line-height: 1.6; color: #333333;""><strong style=""font-family: 'Playfair Display', Georgia, serif; font-style: italic; font-size: 14.5px; color: #1A3B32; font-weight: 600;"">Ocasiões Recomendadas:</strong> <em>Excelente para ocasiões solenes, grandes eventos em noites frias e encontros de prestígio onde a máxima elegância e um rastro opulento e eterno são exigidos.<span style=""font-family: 'Playfair Display', Georgia, serif; font-style: italic; font-weight: 600; font-size: 17.5px; color: #1A3B32; margin-left: 3px;"">""</span></em></div></div><div style=""margin-top: 16px; margin-bottom: 25px; display: flex; flex-direction: column; gap: 10px; font-size: 14.5px; line-height: 1.7;""><div style=""position: relative; padding-left: 20px;""><span style=""color: #C5A880; font-weight: bold; font-size: 18px; position: absolute; left: 0; top: -1px;"">•</span><strong>Notas de Saída (5 a 15 min):</strong> <em>Cereja Preta</em>, <em>Groselha</em> e <em>Coentro</em></div><div style=""position: relative; padding-left: 20px;""><span style=""color: #C5A880; font-weight: bold; font-size: 18px; position: absolute; left: 0; top: -1px;"">•</span><strong>Notas de Corpo (2 a 6 h):</strong> <em>Mel</em>, <em>Canela</em> e <em>Louro</em></div><div style=""position: relative; padding-left: 20px;""><span style=""color: #C5A880; font-weight: bold; font-size: 18px; position: absolute; left: 0; top: -1px;"">•</span><strong>Notas de Fundo (6 a 12h+):</strong> <em>Oud</em>, <em>Patchouli</em>, <em>Mirra</em> e <em>Musgo de Carvalho</em></div></div><p style=""font-family: 'Inter', sans-serif; font-style: italic; font-size: 12.5px; color: #7E786B; border-left: 1.5px solid #C5A880; padding-left: 16px; margin-top: 25px; line-height: 1.7; letter-spacing: 0.15px;"">Os decantes são uma excelente oportunidade para conhecer e testar fragrâncias exclusivas antes de investir em um frasco cheio. Nossos decantes são fracionados de forma profissional diretamente do frasco original em porta-perfumes de vidro com borrifador.</p>";decante, Amouage, Jubilation 40, importado, perfume;Decante Jubilation 40 - Amouage | Original Montalk;Compre decante original de Jubilation 40 - Amouage fracionado em 2ml, 5ml ou 10ml na Montalk. Envio rápido para todo o Brasil.;Amouage;SIM;;;;
decante-amouage-jubilation-40;;;Volumetria;5ml;;;;;100.00;;0.03;3;11;16;5;DEC-AMOU-JUBILATION40-5ML;;;NÃO;;;;;;SIM;;;;
decante-amouage-jubilation-40;;;Volumetria;10ml;;;;;180.00;;0.05;5;11;16;5;DEC-AMOU-JUBILATION40-10ML;;;NÃO;;;;;;SIM;;;;
decante-amouage-interlude-man;Decante Interlude Man - Amouage;Decantes > Amouage;Volumetria;2ml;;;;;56.00;;0.02;2;11;16;5;DEC-AMOU-INTERLUDEMAN-2ML;;SIM;NÃO;"<p><strong>INTERLUDE MAN</strong> de <strong>AMOUAGE</strong> é um perfume <em>Oriental Amadeirado Masculino</em> lançado em <strong>2012</strong>. <em>O perfumista</em> que assina esta fragrância é <strong>Pierre Negrin</strong>.</p><div style=""background: #FAF9F6; padding: 22px; border-radius: 0 8px 8px 0; border-left: 4px solid #C5A880; margin-top: 15px; margin-bottom: 25px;""><div style=""font-family: 'Playfair Display', Georgia, serif; font-size: 17.5px; font-style: italic; font-weight: 600; color: #1A3B32; margin-bottom: 3px;"">""A perspectiva de ÇaFleureBon...</div><div style=""font-family: 'Inter', sans-serif; font-size: 9px; text-transform: uppercase; letter-spacing: 0.8px; color: #7E786B; margin-bottom: 3px;"">PERSPECTIVA EDITORIAL DO BLOG CRÍTICO MAIS PREMIADO DA PERFUMARIA DE NICHO</div><div style=""font-family: 'Inter', sans-serif; font-size: 7.5px; font-style: italic; text-transform: uppercase; letter-spacing: 0.8px; color: #7E786B; opacity: 0.85; margin-bottom: 14px;"">(PERFUMED PLUME AWARDS, FRAGRANCE FOUNDATION AWARDS - FIFI, BASENOTES READER'S AWARDS)</div><div style=""font-style: italic; color: #4A4439; font-size: 13.5px; line-height: 1.75; margin-bottom: 15px;"">Apelidado de 'Besta Azul', Interlude Man é uma criação de Pierre Negrin que equilibra o calor picante de orégano e pimenta com o misticismo sombrio do incenso e o adocicado do âmbar. O perfume repousa sobre uma base viril de couro e madeira de oud, criando um jogo hipnótico de fumaça, calor e extremo poder olfativo.</div><div style=""border-top: 1px solid #EAE6DB; padding-top: 12px; font-size: 13px; line-height: 1.6; color: #333333;""><strong style=""font-family: 'Playfair Display', Georgia, serif; font-style: italic; font-size: 14.5px; color: #1A3B32; font-weight: 600;"">Ocasiões Recomendadas:</strong> <em>Ideal para climas frios, noites de inverno e eventos ao ar livre onde se busca exalar uma presença misteriosa, magnética e de extremo poder olfativo.<span style=""font-family: 'Playfair Display', Georgia, serif; font-style: italic; font-weight: 600; font-size: 17.5px; color: #1A3B32; margin-left: 3px;"">""</span></em></div></div><div style=""margin-top: 16px; margin-bottom: 25px; display: flex; flex-direction: column; gap: 10px; font-size: 14.5px; line-height: 1.7;""><div style=""position: relative; padding-left: 20px;""><span style=""color: #C5A880; font-weight: bold; font-size: 18px; position: absolute; left: 0; top: -1px;"">•</span><strong>Notas de Saída (5 a 15 min):</strong> <em>Orégano</em>, <em>Pimenta</em> e <em>Bergamota</em></div><div style=""position: relative; padding-left: 20px;""><span style=""color: #C5A880; font-weight: bold; font-size: 18px; position: absolute; left: 0; top: -1px;"">•</span><strong>Notas de Corpo (2 a 6 h):</strong> <em>Incenso</em>, <em>Opoponax</em> e <em>Âmbar</em></div><div style=""position: relative; padding-left: 20px;""><span style=""color: #C5A880; font-weight: bold; font-size: 18px; position: absolute; left: 0; top: -1px;"">•</span><strong>Notas de Fundo (6 a 12h+):</strong> <em>Couro</em>, <em>Oud</em>, <em>Sândalo</em> e <em>Patchouli</em></div></div><p style=""font-family: 'Inter', sans-serif; font-style: italic; font-size: 12.5px; color: #7E786B; border-left: 1.5px solid #C5A880; padding-left: 16px; margin-top: 25px; line-height: 1.7; letter-spacing: 0.15px;"">Os decantes são uma excelente oportunidade para conhecer e testar fragrâncias exclusivas antes de investir em um frasco cheio. Nossos decantes são fracionados de forma profissional diretamente do frasco original em porta-perfumes de vidro com borrifador.</p>";decante, Amouage, Interlude Man, importado, perfume;Decante Interlude Man - Amouage | Original Montalk;Compre decante original de Interlude Man - Amouage fracionado em 2ml, 5ml ou 10ml na Montalk. Envio rápido para todo o Brasil.;Amouage;SIM;;;;42.00
decante-amouage-interlude-man;;;Volumetria;5ml;;;;;112.00;;0.03;3;11;16;5;DEC-AMOU-INTERLUDEMAN-5ML;;;NÃO;;;;;;SIM;;;;60.00
decante-amouage-interlude-man;;;Volumetria;10ml;;;;;202.00;;0.05;5;11;16;5;DEC-AMOU-INTERLUDEMAN-10ML;;;NÃO;;;;;;SIM;;;;90.00
decante-amouage-interlude-53;Decante Interlude 53 - Amouage;Decantes > Amouage;Volumetria;2ml;;;;;50.00;;0.02;2;11;16;5;DEC-AMOU-INTERLUDE53-2ML;;SIM;NÃO;"<p><strong>INTERLUDE 53</strong> de <strong>AMOUAGE</strong> é um perfume <em>Oriental Amadeirado Masculino</em> lançado em <strong>2020</strong>. <em>O perfumista</em> que assina esta fragrância é <strong>Pierre Negrin</strong>.</p><div style=""background: #FAF9F6; padding: 22px; border-radius: 0 8px 8px 0; border-left: 4px solid #C5A880; margin-top: 15px; margin-bottom: 25px;""><div style=""font-family: 'Playfair Display', Georgia, serif; font-size: 17.5px; font-style: italic; font-weight: 600; color: #1A3B32; margin-bottom: 3px;"">""A perspectiva de ÇaFleureBon...</div><div style=""font-family: 'Inter', sans-serif; font-size: 9px; text-transform: uppercase; letter-spacing: 0.8px; color: #7E786B; margin-bottom: 3px;"">PERSPECTIVA EDITORIAL DO BLOG CRÍTICO MAIS PREMIADO DA PERFUMARIA DE NICHO</div><div style=""font-family: 'Inter', sans-serif; font-size: 7.5px; font-style: italic; text-transform: uppercase; letter-spacing: 0.8px; color: #7E786B; opacity: 0.85; margin-bottom: 14px;"">(PERFUMED PLUME AWARDS, FRAGRANCE FOUNDATION AWARDS - FIFI, BASENOTES READER'S AWARDS)</div><div style=""font-style: italic; color: #4A4439; font-size: 13.5px; line-height: 1.75; margin-bottom: 15px;"">Interlude 53 eleva o clássico Amouage a uma dimensão tridimensional. Com 53% de óleos puros, é mais profundo e macio. O aroma equilibra o misticismo sombrio do incenso com o calor do orégano e a riqueza de uma base de couro e resinas animalíticas imponentes. Uma obra de arte tridimensional moderna.</div><div style=""border-top: 1px solid #EAE6DB; padding-top: 12px; font-size: 13px; line-height: 1.6; color: #333333;""><strong style=""font-family: 'Playfair Display', Georgia, serif; font-style: italic; font-size: 14.5px; color: #1A3B32; font-weight: 600;"">Ocasiões Recomendadas:</strong> <em>Ideal para noites frias de outono e inverno, encontros noturnos sofisticados ou eventos formais que exigem uma presença magnética e de extremo luxo.<span style=""font-family: 'Playfair Display', Georgia, serif; font-style: italic; font-weight: 600; font-size: 17.5px; color: #1A3B32; margin-left: 3px;"">""</span></em></div></div><div style=""margin-top: 16px; margin-bottom: 25px; display: flex; flex-direction: column; gap: 10px; font-size: 14.5px; line-height: 1.7;""><div style=""position: relative; padding-left: 20px;""><span style=""color: #C5A880; font-weight: bold; font-size: 18px; position: absolute; left: 0; top: -1px;"">•</span><strong>Notas de Saída (5 a 15 min):</strong> <em>Orégano</em>, <em>Pimenta da Jamaica</em> e <em>Bergamota</em></div><div style=""position: relative; padding-left: 20px;""><span style=""color: #C5A880; font-weight: bold; font-size: 18px; position: absolute; left: 0; top: -1px;"">•</span><strong>Notas de Corpo (2 a 6 h):</strong> <em>Incenso</em>, <em>Âmbar</em>, <em>Opoponax</em> e <em>Ládano</em></div><div style=""position: relative; padding-left: 20px;""><span style=""color: #C5A880; font-weight: bold; font-size: 18px; position: absolute; left: 0; top: -1px;"">•</span><strong>Notas de Fundo (6 a 12h+):</strong> <em>Fumaça</em>, <em>Agarwood (Oud)</em>, <em>Couro</em>, <em>Patchouli</em> e <em>Sândalo</em></div></div><p style=""font-family: 'Inter', sans-serif; font-style: italic; font-size: 12.5px; color: #7E786B; border-left: 1.5px solid #C5A880; padding-left: 16px; margin-top: 25px; line-height: 1.7; letter-spacing: 0.15px;"">Os decantes são uma excelente oportunidade para conhecer e testar fragrâncias exclusivas antes de investir em um frasco cheio. Nossos decantes são fracionados de forma profissional diretamente do frasco original em porta-perfumes de vidro com borrifador.</p>";decante, Amouage, Interlude 53, importado, perfume;Decante Interlude 53 - Amouage | Original Montalk;Compre decante original de Interlude 53 - Amouage fracionado em 2ml, 5ml ou 10ml na Montalk. Envio rápido para todo o Brasil.;Amouage;SIM;;;;
decante-amouage-interlude-53;;;Volumetria;5ml;;;;;100.00;;0.03;3;11;16;5;DEC-AMOU-INTERLUDE53-5ML;;;NÃO;;;;;;SIM;;;;
decante-amouage-interlude-53;;;Volumetria;10ml;;;;;180.00;;0.05;5;11;16;5;DEC-AMOU-INTERLUDE53-10ML;;;NÃO;;;;;;SIM;;;;
decante-amouage-interlude-black-iris;Decante Interlude Black Iris - Amouage;Decantes > Amouage;Volumetria;2ml;;;;;50.00;;0.02;2;11;16;5;DEC-AMOU-INTERLUDEBLA-2ML;;SIM;NÃO;"<p><strong>INTERLUDE BLACK IRIS</strong> de <strong>AMOUAGE</strong> é um perfume <em>Oriental Amadeirado Masculino</em> lançado em <strong>2020</strong>. <em>O perfumista</em> que assina esta fragrância é <strong>Pierre Negrin</strong>.</p><div style=""background: #FAF9F6; padding: 22px; border-radius: 0 8px 8px 0; border-left: 4px solid #C5A880; margin-top: 15px; margin-bottom: 25px;""><div style=""font-family: 'Playfair Display', Georgia, serif; font-size: 17.5px; font-style: italic; font-weight: 600; color: #1A3B32; margin-bottom: 3px;"">""A perspectiva de ÇaFleureBon...</div><div style=""font-family: 'Inter', sans-serif; font-size: 9px; text-transform: uppercase; letter-spacing: 0.8px; color: #7E786B; margin-bottom: 3px;"">PERSPECTIVA EDITORIAL DO BLOG CRÍTICO MAIS PREMIADO DA PERFUMARIA DE NICHO</div><div style=""font-family: 'Inter', sans-serif; font-size: 7.5px; font-style: italic; text-transform: uppercase; letter-spacing: 0.8px; color: #7E786B; opacity: 0.85; margin-bottom: 14px;"">(PERFUMED PLUME AWARDS, FRAGRANCE FOUNDATION AWARDS - FIFI, BASENOTES READER'S AWARDS)</div><div style=""font-style: italic; color: #4A4439; font-size: 13.5px; line-height: 1.75; margin-bottom: 15px;"">Interlude Black Iris é uma evolução poética e aveludada do clássico de Pierre Negrin. O perfume suaviza o caos original de fumaça, fundindo a folha de violeta e alecrim a um coração cremoso de orris atalcado e mirra, repousando sobre a base imponente e amadeirada de couro, sândalo e oud. Uma obra de arte refinada.</div><div style=""border-top: 1px solid #EAE6DB; padding-top: 12px; font-size: 13px; line-height: 1.6; color: #333333;""><strong style=""font-family: 'Playfair Display', Georgia, serif; font-style: italic; font-size: 14.5px; color: #1A3B32; font-weight: 600;"">Ocasiões Recomendadas:</strong> <em>Excelente para encontros formais sofisticados, noites de outono e inverno ou ocasiões de prestígio onde se busca uma presença marcante, aveludada e misteriosa.<span style=""font-family: 'Playfair Display', Georgia, serif; font-style: italic; font-weight: 600; font-size: 17.5px; color: #1A3B32; margin-left: 3px;"">""</span></em></div></div><div style=""margin-top: 16px; margin-bottom: 25px; display: flex; flex-direction: column; gap: 10px; font-size: 14.5px; line-height: 1.7;""><div style=""position: relative; padding-left: 20px;""><span style=""color: #C5A880; font-weight: bold; font-size: 18px; position: absolute; left: 0; top: -1px;"">•</span><strong>Notas de Saída (5 a 15 min):</strong> <em>Folha de Violeta</em>, <em>Alecrim</em> e <em>Bergamota</em></div><div style=""position: relative; padding-left: 20px;""><span style=""color: #C5A880; font-weight: bold; font-size: 18px; position: absolute; left: 0; top: -1px;"">•</span><strong>Notas de Corpo (2 a 6 h):</strong> <em>Íris</em>, <em>Incenso</em> e <em>Mirra</em></div><div style=""position: relative; padding-left: 20px;""><span style=""color: #C5A880; font-weight: bold; font-size: 18px; position: absolute; left: 0; top: -1px;"">•</span><strong>Notas de Fundo (6 a 12h+):</strong> <em>Couro</em>, <em>Oud</em>, <em>Sândalo</em> e <em>Patchouli</em></div></div><p style=""font-family: 'Inter', sans-serif; font-style: italic; font-size: 12.5px; color: #7E786B; border-left: 1.5px solid #C5A880; padding-left: 16px; margin-top: 25px; line-height: 1.7; letter-spacing: 0.15px;"">Os decantes são uma excelente oportunidade para conhecer e testar fragrâncias exclusivas antes de investir em um frasco cheio. Nossos decantes são fracionados de forma profissional diretamente do frasco original em porta-perfumes de vidro com borrifador.</p>";decante, Amouage, Interlude Black Iris, importado, perfume;Decante Interlude Black Iris - Amouage | Original Montalk;Compre decante original de Interlude Black Iris - Amouage fracionado em 2ml, 5ml ou 10ml na Montalk. Envio rápido para todo o Brasil.;Amouage;SIM;;;;
decante-amouage-interlude-black-iris;;;Volumetria;5ml;;;;;100.00;;0.03;3;11;16;5;DEC-AMOU-INTERLUDEBLA-5ML;;;NÃO;;;;;;SIM;;;;
decante-amouage-interlude-black-iris;;;Volumetria;10ml;;;;;180.00;;0.05;5;11;16;5;DEC-AMOU-INTERLUDEBLA-10ML;;;NÃO;;;;;;SIM;;;;
decante-amouage-meander;Decante Meander - Amouage;Decantes > Amouage;Volumetria;2ml;;;;;50.00;;0.02;2;11;16;5;DEC-AMOU-MEANDER-2ML;;SIM;NÃO;"<p><strong>MEANDER</strong> de <strong>AMOUAGE</strong> é um perfume <em>Oriental Amadeirado Compartilhável (Unissex)</em> lançado em <strong>2020</strong>. <em>O perfumista</em> que assina esta fragrância é <strong>Mackenzie Reilly</strong>.</p><div style=""background: #FAF9F6; padding: 22px; border-radius: 0 8px 8px 0; border-left: 4px solid #C5A880; margin-top: 15px; margin-bottom: 25px;""><div style=""font-family: 'Playfair Display', Georgia, serif; font-size: 17.5px; font-style: italic; font-weight: 600; color: #1A3B32; margin-bottom: 3px;"">""A perspectiva de ÇaFleureBon...</div><div style=""font-family: 'Inter', sans-serif; font-size: 9px; text-transform: uppercase; letter-spacing: 0.8px; color: #7E786B; margin-bottom: 3px;"">PERSPECTIVA EDITORIAL DO BLOG CRÍTICO MAIS PREMIADO DA PERFUMARIA DE NICHO</div><div style=""font-family: 'Inter', sans-serif; font-size: 7.5px; font-style: italic; text-transform: uppercase; letter-spacing: 0.8px; color: #7E786B; opacity: 0.85; margin-bottom: 14px;"">(PERFUMED PLUME AWARDS, FRAGRANCE FOUNDATION AWARDS - FIFI, BASENOTES READER'S AWARDS)</div><div style=""font-style: italic; color: #4A4439; font-size: 13.5px; line-height: 1.75; margin-bottom: 15px;"">Inspirado pela beleza das névoas de Salalah, Meander é uma criação meditativa de Mackenzie Reilly. O perfume explora o contraste entre o frescor picante da semente de cenoura e um coração cremoso e atalcado de orris, repousando sobre uma base macia de sândalo e incenso de olíbano. Um aroma aveludado e sofisticado.</div><div style=""border-top: 1px solid #EAE6DB; padding-top: 12px; font-size: 13px; line-height: 1.6; color: #333333;""><strong style=""font-family: 'Playfair Display', Georgia, serif; font-style: italic; font-size: 14.5px; color: #1A3B32; font-weight: 600;"">Ocasiões Recomendadas:</strong> <em>Perfeito para climas amenos, encontros diurnos ou jantares íntimos onde se deseja exalar uma aura de serenidade, elegância sussurrada e luxo discreto.<span style=""font-family: 'Playfair Display', Georgia, serif; font-style: italic; font-weight: 600; font-size: 17.5px; color: #1A3B32; margin-left: 3px;"">""</span></em></div></div><div style=""margin-top: 16px; margin-bottom: 25px; display: flex; flex-direction: column; gap: 10px; font-size: 14.5px; line-height: 1.7;""><div style=""position: relative; padding-left: 20px;""><span style=""color: #C5A880; font-weight: bold; font-size: 18px; position: absolute; left: 0; top: -1px;"">•</span><strong>Notas de Saída (5 a 15 min):</strong> <em>Olíbano</em>, <em>Pimenta Rosa</em> e <em>Cenoura</em></div><div style=""position: relative; padding-left: 20px;""><span style=""color: #C5A880; font-weight: bold; font-size: 18px; position: absolute; left: 0; top: -1px;"">•</span><strong>Notas de Corpo (2 a 6 h):</strong> <em>Íris</em>, <em>Rosa</em> e <em>Jasmin</em></div><div style=""position: relative; padding-left: 20px;""><span style=""color: #C5A880; font-weight: bold; font-size: 18px; position: absolute; left: 0; top: -1px;"">•</span><strong>Notas de Fundo (6 a 12h+):</strong> <em>Sândalo</em>, <em>Vetiver</em> e <em>Vetiver de Madagascar</em></div></div><p style=""font-family: 'Inter', sans-serif; font-style: italic; font-size: 12.5px; color: #7E786B; border-left: 1.5px solid #C5A880; padding-left: 16px; margin-top: 25px; line-height: 1.7; letter-spacing: 0.15px;"">Os decantes são uma excelente oportunidade para conhecer e testar fragrâncias exclusivas antes de investir em um frasco cheio. Nossos decantes são fracionados de forma profissional diretamente do frasco original em porta-perfumes de vidro com borrifador.</p>";decante, Amouage, Meander, importado, perfume;Decante Meander - Amouage | Original Montalk;Compre decante original de Meander - Amouage fracionado em 2ml, 5ml ou 10ml na Montalk. Envio rápido para todo o Brasil.;Amouage;SIM;;;;
decante-amouage-meander;;;Volumetria;5ml;;;;;100.00;;0.03;3;11;16;5;DEC-AMOU-MEANDER-5ML;;;NÃO;;;;;;SIM;;;;
decante-amouage-meander;;;Volumetria;10ml;;;;;180.00;;0.05;5;11;16;5;DEC-AMOU-MEANDER-10ML;;;NÃO;;;;;;SIM;;;;
